taxid,contig_count,total_bp,Name,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
28080.0,2,1650243,Campylobacter upsaliensis,species,cellular organisms;Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter upsaliensis,131567;2;29547;3031852;213849;72294;194;28080,no rank;superkingdom;phylum;class;order;family;genus;species
109790.0,1,1609019,Lactobacillus jensenii,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii,131567;2;1783272;1239;91061;186826;33958;1578;109790,no rank;superkingdom;clade;phylum;class;order;family;genus;species
201.0,1,1513367,Campylobacter lari,species,cellular organisms;Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter lari,131567;2;29547;3031852;213849;72294;194;201,no rank;superkingdom;phylum;class;order;family;genus;species
82135.0,1,1447017,Fannyhessea vaginae,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea;Fannyhessea vaginae,131567;2;1783272;201174;84998;84999;1643824;2767327;82135,no rank;superkingdom;clade;phylum;class;order;family;genus;species
774.0,1,1443410,Bartonella bacilliformis,species,cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella bacilliformis,131567;2;1224;28211;356;772;773;774,no rank;superkingdom;phylum;class;order;family;genus;species
139.0,12,1340423,Borreliella burgdorferi,species,cellular organisms;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella burgdorferi,131567;2;203691;203692;136;1643685;64895;139,no rank;superkingdom;phylum;class;order;family;genus;species
12080.0,169,1250691,Poliovirus 1,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C;Poliovirus 1,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950;12080,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
182082.0,1,1225935,Chlamydia pneumoniae TW-183,strain,cellular organisms;Bacteria;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia pneumoniae;Chlamydia pneumoniae TW-183,131567;2;1783257;204428;204429;51291;809;1113537;810;83558;182082,no rank;superkingdom;clade;phylum;class;order;family;no rank;genus;species;strain
331636.0,2,1179220,Chlamydia psittaci 6BC,strain,cellular organisms;Bacteria;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia psittaci;Chlamydia psittaci 6BC,131567;2;1783257;204428;204429;51291;809;1113537;810;83554;331636,no rank;superkingdom;clade;phylum;class;order;family;no rank;genus;species;strain
160.0,1,1139633,Treponema pallidum,species,cellular organisms;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum,131567;2;203691;203692;136;2845253;157;160,no rank;superkingdom;phylum;class;order;family;genus;species
272561.0,1,1042519,Chlamydia trachomatis D/UW-3/CX,strain,cellular organisms;Bacteria;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia trachomatis;Chlamydia trachomatis D/UW-3/CX,131567;2;1783257;204428;204429;51291;809;1113537;810;813;272561,no rank;superkingdom;clade;phylum;class;order;family;no rank;genus;species;strain
1219381.0,133,939815,rhinovirus A101,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A101,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;1219381,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
203267.0,1,927303,Tropheryma whipplei str. Twist,strain,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Tropherymataceae;Tropheryma;Tropheryma whipplei;Tropheryma whipplei str. Twist,131567;2;1783272;201174;1760;85006;2805591;2038;2039;203267,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
218496.0,1,925938,Tropheryma whipplei TW08/27,strain,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Tropherymataceae;Tropheryma;Tropheryma whipplei;Tropheryma whipplei TW08/27,131567;2;1783272;201174;1760;85006;2805591;2038;2039;218496,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
2104.0,2,823017,Mycoplasmoides pneumoniae,species,cellular organisms;Bacteria;Terrabacteria group;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae;Mycoplasmoides;Mycoplasmoides pneumoniae,131567;2;1783272;544448;2790996;2790998;2995234;2104,no rank;superkingdom;clade;phylum;order;family;genus;species
2124.0,1,728347,Metamycoplasma salivarium,species,cellular organisms;Bacteria;Terrabacteria group;Mycoplasmatota;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma;Metamycoplasma salivarium,131567;2;1783272;544448;2790996;2895623;2895509;2124,no rank;superkingdom;clade;phylum;order;family;genus;species
12078.0,96,710965,Echovirus E11,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E11,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12078,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
12074.0,94,690775,Coxsackievirus B5,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Coxsackievirus B5,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12074,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
147681.0,83,593459,rhinovirus B6,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus B;rhinovirus B6,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147712;147681,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
243273.0,1,580076,Mycoplasmoides genitalium G37,strain,cellular organisms;Bacteria;Terrabacteria group;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae;Mycoplasmoides;Mycoplasmoides genitalium;Mycoplasmoides genitalium G37,131567;2;1783272;544448;2790996;2790998;2995234;2097;243273,no rank;superkingdom;clade;phylum;order;family;genus;species;strain
42785.0,68,504851,Coxsackievirus A4,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A4,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;42785,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
63221.0,55,503086,Homo sapiens neanderthalensis,subspecies,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hominidae;Homininae;Homo;Homo sapiens;Homo sapiens neanderthalensis,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606;63221,no rank;superkingdom;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;class;clade;clade;clade;superorder;order;suborder;infraorder;parvorder;superfamily;family;subfamily;genus;species;subspecies
12089.0,60,447196,Coxsackievirus A24,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C;Coxsackievirus A24,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950;12089,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
10245.0,2,409099,Vaccinia virus,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Vaccinia virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10245,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
10244.0,2,394067,Monkeypox virus,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Monkeypox virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10244,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
10255.0,2,372353,Variola virus,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Variola virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10255,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
1240004.0,50,353358,rhinovirus C11,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C11,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1240004,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
12072.0,46,335424,Coxsackievirus B3,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Coxsackievirus B3,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12072,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
1219404.0,47,331915,rhinovirus C17,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C17,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1219404,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
12062.0,44,324360,Echovirus E6,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E6,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12062,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
1418062.0,44,311569,rhinovirus C20,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C20,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1418062,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
138951.0,42,306315,Enterovirus D,species,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
147685.0,39,276650,rhinovirus A78,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A78,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;147685,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
33757.0,38,275908,Coxsackievirus A2,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A2,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;33757,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
185907.0,38,267638,rhinovirus A39,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A39,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;185907,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
1219377.0,37,260516,rhinovirus C3,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C3,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1219377,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
138950.0,34,249657,Enterovirus C,species,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
463676.0,34,240472,Rhinovirus C,species,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
10359.0,1,235646,Human betaherpesvirus 5,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Betaherpesvirinae;Cytomegalovirus;Cytomegalovirus humanbeta5;Human betaherpesvirus 5,10239;2731341;2731360;2731361;2731363;548681;3044472;10357;10358;3050295;10359,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
47506.0,31,229024,Echovirus E18,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E18,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;47506,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
10243.0,2,225393,Cowpox virus,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Cowpox virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10243,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
2200830.0,1,221923,Orthopoxvirus akhmetapox,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Orthopoxvirus akhmetapox,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;2200830,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
50292.0,1,219526,Cercopithecine betaherpesvirus 5,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Betaherpesvirinae;Cytomegalovirus;Cytomegalovirus cercopithecinebeta5;Cercopithecine betaherpesvirus 5,10239;2731341;2731360;2731361;2731363;548681;3044472;10357;10358;3050258;50292,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
41846.0,30,213143,Echovirus E30,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E30,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;41846,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
397342.0,1,212633,Horsepox virus,no rank,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Vaccinia virus;Horsepox virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10245;397342,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
38766.0,108,208963,Lyssavirus lagos,species,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Lyssavirus;Lyssavirus lagos,10239;2559587;2732396;2497569;2497570;2497574;11157;11270;2842407;11286;38766,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species
1452750.0,1,206527,Ectromelia virus ERPV,no rank,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Ectromelia virus;Ectromelia virus ERPV,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;12643;1452750,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
185898.0,29,205419,rhinovirus A25,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A25,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;185898,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
10280.0,1,190289,Molluscum contagiosum virus subtype 1,no rank,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Molluscipoxvirus;Molluscum contagiosum virus;Molluscum contagiosum virus subtype 1,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10278;10279;10280,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
62352.0,114,175928,Eyach virus,no rank,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Coltivirus;Eyach coltivirus;Eyach virus,10239;2559587;2732396;2732405;2732459;2732541;2946187;10911;2747210;62352,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
12509.0,1,172764,Human herpesvirus 4 type 2,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Gammaherpesvirinae;Lymphocryptovirus;Lymphocryptovirus humangamma4;human gammaherpesvirus 4;Human herpesvirus 4 type 2,10239;2731341;2731360;2731361;2731363;548681;3044472;10374;10375;3050299;10376;12509,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank;no rank
10376.0,1,171823,human gammaherpesvirus 4,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Gammaherpesvirinae;Lymphocryptovirus;Lymphocryptovirus humangamma4;human gammaherpesvirus 4,10239;2731341;2731360;2731361;2731363;548681;3044472;10374;10375;3050299;10376,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
2811963.0,33,170166,Sulina virus,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Orthonairovirus;Orthonairovirus sulinaense;Sulina virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980415;1980517;3060505;2811963,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
12067.0,23,168462,Coxsackievirus A9,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Coxsackievirus A9,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12067,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
42771.0,22,162707,Coxsackievirus A12,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A12,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;42771,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
32604.0,1,162114,Human betaherpesvirus 6B,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Betaherpesvirinae;Roseolovirus;Roseolovirus humanbeta6b;Human betaherpesvirus 6B,10239;2731341;2731360;2731361;2731363;548681;3044472;10357;40272;3050297;32604,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
12073.0,22,160574,Coxsackievirus B4,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Coxsackievirus B4,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12073,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
32603.0,1,159378,Human betaherpesvirus 6A,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Betaherpesvirinae;Roseolovirus;Roseolovirus humanbeta6a;Human betaherpesvirus 6A,10239;2731341;2731360;2731361;2731363;548681;3044472;10357;40272;3050296;32603,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
2845555.0,1,157321,Macacine alphaherpesvirus 3,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Alphaherpesvirinae;Simplexvirus;Simplexvirus macacinealpha3;Macacine alphaherpesvirus 3,10239;2731341;2731360;2731361;2731363;548681;3044472;10293;10294;3050307;2845555,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
10310.0,1,154675,Human alphaherpesvirus 2,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Alphaherpesvirinae;Simplexvirus;Simplexvirus humanalpha2;Human alphaherpesvirus 2,10239;2731341;2731360;2731361;2731363;548681;3044472;10293;10294;3050293;10310,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
10372.0,1,153080,Human betaherpesvirus 7,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Betaherpesvirinae;Roseolovirus;Roseolovirus humanbeta7;Human betaherpesvirus 7,10239;2731341;2731360;2731361;2731363;548681;3044472;10357;40272;3050298;10372,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
10298.0,1,152222,Human alphaherpesvirus 1,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Alphaherpesvirinae;Simplexvirus;Simplexvirus humanalpha1;Human alphaherpesvirus 1,10239;2731341;2731360;2731361;2731363;548681;3044472;10293;10294;3050292;10298,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
46018.0,20,146455,Echovirus E7,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E7,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;46018,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
282345.0,122,145694,Enterovirus B75,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Enterovirus B75,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;282345,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
132475.0,1,144575,Yaba-like disease virus,no rank,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Yatapoxvirus;Tanapox virus;Yaba-like disease virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10282;99000;132475,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
99000.0,1,144565,Tanapox virus,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Yatapoxvirus;Tanapox virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10282;99000,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
10345.0,1,143905,Suid alphaherpesvirus 1,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Alphaherpesvirinae;Varicellovirus;Varicellovirus suidalpha1;Suid alphaherpesvirus 1,10239;2731341;2731360;2731361;2731363;548681;3044472;10293;10319;3050355;10345,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
10258.0,1,139962,Orf virus,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Parapoxvirus;Orf virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10257;10258,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
37296.0,1,137969,Human gammaherpesvirus 8,no rank,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Gammaherpesvirinae;Rhadinovirus;Rhadinovirus humangamma8;Human gammaherpesvirus 8,10239;2731341;2731360;2731361;2731363;548681;3044472;10374;10379;3050300;37296,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
38804.0,1,134721,Yaba monkey tumor virus,species,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Yatapoxvirus;Yaba monkey tumor virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10282;38804,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
185897.0,19,134302,rhinovirus A24,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A24,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;185897,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
44131.0,18,126940,rhinovirus A49,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A49,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;44131,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
1418033.0,18,126469,rhinovirus C15,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C15,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1418033,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
